-2,0,0.0015521573581739334
-49/25,0,0.0016637227813075528
-48/25,0,0.0018279129407515748
-47/25,0,0.0020670082653764243
-46/25,0,0.0024395401231457337
-9/5,0,0.0029900385480226
-44/25,0,0.0038103015345374303
-43/25,0,0.004994475613004035
-42/25,0,0.006689000577236537
-41/25,0,0.0090580233653903
-8/5,0,0.012321832521413612
-39/25,0,0.0167238452326941
-38/25,0,0.02255301901451201
-37/25,0,0.030122197164912046
-36/25,0,0.0397598292794491
-7/5,0,0.05177977551514179
-34/25,0,0.06650159894433771
-33/25,0,0.08416827271913385
-32/25,0,0.10495574258324736
-31/25,0,0.12892672985454434
-6/5,0,0.1560103924925489
-29/25,0,0.18597352506053533
-28/25,0,0.2184256834218432
-27/25,0,0.25275143794666444
-26/25,0,0.28823544382249244
-1,0,0.32393949510101094
-24/25,0,0.3588419551092681
-23/25,0,0.3918321172875383
-22/25,0,0.42176066934248035
-21/25,0,0.44750689518947706
-4/5,0,0.46806036965032627
-19/25,0,0.4824905984409771
-18/25,0,0.4901202019000849
-17/25,0,0.49045774448791013
-16/25,0,0.48328201883722144
-3/5,0,0.4686698688233766
-14/25,0,0.4469309947769039
-13/25,0,0.4187298212353161
-12/25,0,0.38488177469547
-11/25,0,0.34647113216321535
-2/5,0,0.3047552037511486
-9/25,0,0.26107046383169974
-8/25,0,0.21689626149607977
-7/25,0,0.17365497574026312
-6/25,0,0.13282386316632
-1/5,0,0.095696188372284
-4/25,0,0.06349479506869016
-3/25,0,0.037324892710535185
-2/25,0,0.017982629780951
-1/25,0,0.006123255601762301
0,0,0.002117028543522914
1/25,0,0.006123255601762301
2/25,0,0.017982629780951
3/25,0,0.037324892710535185
4/25,0,0.06349479506869016
1/5,0,0.095696188372284
6/25,0,0.13282386316632
7/25,0,0.17365497574026312
8/25,0,0.21689626149607977
9/25,0,0.26107046383169974
2/5,0,0.3047552037511486
11/25,0,0.34647113216321535
12/25,0,0.38488177469547
13/25,0,0.4187298212353161
14/25,0,0.4469309947769039
3/5,0,0.4686698688233766
16/25,0,0.48328201883722144
17/25,0,0.49045774448791013
18/25,0,0.4901202019000849
19/25,0,0.4824905984409771
4/5,0,0.46806036965032627
21/25,0,0.44750689518947706
22/25,0,0.42176066934248035
23/25,0,0.3918321172875383
24/25,0,0.3588419551092681
1,0,0.32393949510101094
26/25,0,0.28823544382249244
27/25,0,0.25275143794666444
28/25,0,0.2184256834218432
29/25,0,0.18597352506053533
6/5,0,0.1560103924925489
31/25,0,0.12892672985454434
32/25,0,0.10495574258324736
33/25,0,0.08416827271913385
34/25,0,0.06650159894433771
7/5,0,0.05177977551514179
36/25,0,0.0397598292794491
37/25,0,0.030122197164912046
38/25,0,0.02255301901451201
39/25,0,0.0167238452326941
8/5,0,0.012321832521413612
41/25,0,0.0090580233653903
42/25,0,0.006689000577236537
43/25,0,0.004994475613004035
44/25,0,0.0038103015345374303
9/5,0,0.0029900385480226
46/25,0,0.0024395401231457337
47/25,0,0.0020670082653764243
48/25,0,0.0018279129407515748
49/25,0,0.0016637227813075528
-2,1/100,0.001551152751214202
-49/25,1/100,0.001663468364631604
-48/25,1/100,0.0018182208784522924
-47/25,1/100,0.0020628408584737468
-46/25,1/100,0.002430088620308135
-9/5,1/100,0.0029780554430560713
-44/25,1/100,0.003785776599159685
-43/25,1/100,0.004956680698870564
-42/25,1/100,0.006624874462798469
-41/25,1/100,0.00896969306829054
-8/5,1/100,0.012193348246120395
-39/25,1/100,0.01652676120533969
-38/25,1/100,0.022274588103116444
-37/25,1/100,0.029722085222280814
-36/25,1/100,0.03920095388067424
-7/5,1/100,0.05102286428616809
-34/25,1/100,0.06548020740859917
-33/25,1/100,0.0828147214092334
-32/25,1/100,0.10318619215894609
-31/25,1/100,0.12664624928717505
-6/5,1/100,0.15313067854827922
-29/25,1/100,0.18236254368975258
-28/25,1/100,0.21397270455059192
-27/25,1/100,0.24737122942807088
-26/25,1/100,0.2817829231719323
-1,1/100,0.31630932963930136
-24/25,1/100,0.34996981262813665
-23/25,1/100,0.3816272321096251
-22/25,1/100,0.410177580857755
-21/25,1/100,0.4345270301504771
-4/5,1/100,0.4536842366112803
-19/25,1/100,0.466788093653394
-18/25,1/100,0.47316046339957807
-17/25,1/100,0.47236392032891616
-16/25,1/100,0.46423076555392373
-3/5,1/100,0.44884281165239537
-14/25,1/100,0.42658880111868513
-13/25,1/100,0.3981178417490545
-12/25,1/100,0.36428226203094793
-11/25,1/100,0.32617225698437846
-2/5,1/100,0.2850803827310914
-9/25,1/100,0.24234959635222753
-8/25,1/100,0.199395754076648
-7/25,1/100,0.15769660904992788
-6/25,1/100,0.11865038117370008
-1/5,1/100,0.0835674077083638
-4/25,1/100,0.05361757717285154
-3/25,1/100,0.029860960016669602
-2/25,1/100,0.013095556329026592
-1/25,1/100,0.0038907345978420604
0,1/100,0.00257119694067498
1/25,1/100,0.0092618772531331
2/25,1/100,0.02375311688025228
3/25,1/100,0.04563878776907737
4/25,1/100,0.07420548598707144
1/5,1/100,0.10858129645697978
6/25,1/100,0.14769651891433877
7/25,1/100,0.19029239144050836
8/25,1/100,0.2349887255386467
9/25,1/100,0.2803275839392393
2/5,1/100,0.3248589173981479
11/25,1/100,0.36712958496879855
12/25,1/100,0.40578270861965837
13/25,1/100,0.4395737586117904
14/25,1/100,0.467451179670895
3/5,1/100,0.48858782594950645
16/25,1/100,0.5023841517758544
17/25,1/100,0.5085471089077627
18/25,1/100,0.5070521740476649
19/25,1/100,0.49814265863117346
4/5,1/100,0.482340786871545
21/25,1/100,0.46039281295078305
22/25,1/100,0.43322548379636894
23/25,1/100,0.40191166065335604
24/25,1/100,0.367594499763075
1,1/100,0.3314430583496799
26/25,1/100,0.29457052160410346
27/25,1/100,0.2580456142483425
28/25,1/100,0.22278310263945988
29/25,1/100,0.18952052368759265
6/5,1/100,0.15885006855472927
31/25,1/100,0.13116985717304397
32/25,1/100,0.10668452082200197
33/25,1/100,0.08549783179468318
34/25,1/100,0.06750588248548939
7/5,1/100,0.05252341224105461
36/25,1/100,0.04029811777204395
37/25,1/100,0.030501824455358095
38/25,1/100,0.022825487082710705
39/25,1/100,0.016910485288240795
8/5,1/100,0.012447664699495986
41/25,1/100,0.00914141383879763
42/25,1/100,0.006745006604989112
43/25,1/100,0.005031439514109892
44/25,1/100,0.0038333102061953728
9/5,1/100,0.0030091748561131837
46/25,1/100,0.0024514454047309675
47/25,1/100,0.002075980003439226
48/25,1/100,0.001831202095283757
49/25,1/100,0.0016612238702908844
-2,1/50,0.001550045130041866
-49/25,1/50,0.0016614810494414156
-48/25,1/50,0.001815897297436031
-47/25,1/50,0.0020599398625189558
-46/25,1/50,0.002421311717740293
-9/5,1/50,0.0029613617419099736
-44/25,1/50,0.0037607947621226545
-43/25,1/50,0.00491790226925648
-42/25,1/50,0.00656451478942488
-41/25,1/50,0.008877317134325713
-8/5,1/50,0.012047733534327865
-39/25,1/50,0.016323424147054233
-38/25,1/50,0.021981343502497808
-37/25,1/50,0.029312689090057353
-36/25,1/50,0.03862660604792345
-7/5,1/50,0.05024288085568396
-34/25,1/50,0.06443332944413005
-33/25,1/50,0.08141654041532775
-32/25,1/50,0.10136548962116654
-31/25,1/50,0.12431062642978741
-6/5,1/50,0.1501676059032374
-29/25,1/50,0.1786858590267405
-28/25,1/50,0.2094503548837311
-27/25,1/50,0.2418919071924842
-26/25,1/50,0.27523683033857715
-1,1/50,0.30860531281085457
-24/25,1/50,0.34098914813284964
-23/25,1/50,0.3713176736186117
-22/25,1/50,0.3984957576235696
-21/25,1/50,0.42146257444309687
-4/5,1/50,0.4392554613968135
-19/25,1/50,0.45104378481169194
-18/25,1/50,0.45619485733336007
-17/25,1/50,0.4543130212046005
-16/25,1/50,0.44526395468537916
-3/5,1/50,0.4291726601988026
-14/25,1/50,0.40643674902212423
-13/25,1/50,0.377762793776372
-12/25,1/50,0.34400669267123285
-11/25,1/50,0.30628346313248433
-2/5,1/50,0.265876489515842
-9/25,1/50,0.22414497891323815
-8/25,1/50,0.18249855860768982
-7/25,1/50,0.14239718005345103
-6/25,1/50,0.10519300765262718
-1/5,1/50,0.07220521764892518
-4/25,1/50,0.04459581833746917
-3/25,1/50,0.023283873310248837
-2/25,1/50,0.009091568656880544
-1/25,1/50,0.0025553605262865764
0,1/50,0.003947477878354921
1/25,1/50,0.013296714906955609
2/25,1/50,0.030399425626928545
3/25,1/50,0.0547691311687063
4/25,1/50,0.08569485066839522
1/5,1/50,0.12223211435148429
6/25,1/50,0.16327440786775482
7/25,1/50,0.2075262215763839
8/25,1/50,0.2536193724326422
9/25,1/50,0.30005946972984576
2/5,1/50,0.3453699133981176
11/25,1/50,0.388121878521703
12/25,1/50,0.4269348026998063
13/25,1/50,0.46060171802478656
14/25,1/50,0.48808765872965587
3/5,1/50,0.5085739760738252
16/25,1/50,0.5215071516882792
17/25,1/50,0.5266145053101794
18/25,1/50,0.5239165126618446
19/25,1/50,0.5136969121193642
4/5,1/50,0.4965119944589347
21/25,1/50,0.4731477047210577
22/25,1/50,0.44456680697504414
23/25,1/50,0.4118636539326265
24/25,1/50,0.3762219373466289
1,1/50,0.3388079791766765
26/25,1/50,0.30080884178661815
27/25,1/50,0.2632315574371338
28/25,1/50,0.22704529869514178
29/25,1/50,0.19296175727169185
6/5,1/50,0.16159337274554664
31/25,1/50,0.1333251373793598
32/25,1/50,0.10838100246865368
33/25,1/50,0.08677410522407158
34/25,1/50,0.06846191591240192
7/5,1/50,0.05323167128563788
36/25,1/50,0.04081681904951051
37/25,1/50,0.030884949634077508
38/25,1/50,0.02308781367302748
39/25,1/50,0.017091791464618145
8/5,1/50,0.012574992322154976
41/25,1/50,0.009222574758074531
42/25,1/50,0.006799192787911412
43/25,1/50,0.005066049833375663
44/25,1/50,0.003854668130939487
9/5,1/50,0.0030210403080798143
46/25,1/50,0.0024619879678762224
47/25,1/50,0.0020836780937463217
48/25,1/50,0.0018343005190807338
49/25,1/50,0.0016623108077352677
-2,3/100,0.0015489170280972298
-49/25,3/100,0.0016595421994822779
-48/25,3/100,0.0018122122673516206
-47/25,3/100,0.00205009218151031
-46/25,3/100,0.002408950407220667
-9/5,3/100,0.002942666948691608
-44/25,3/100,0.003734942253321716
-43/25,3/100,0.0048787819305742275
-42/25,3/100,0.006499025534769554
-41/25,3/100,0.008780122292635584
-8/5,3/100,0.011904498404106567
-39/25,3/100,0.016117236986236794
-38/25,3/100,0.02167719540929558
-37/25,3/100,0.028888253498551286
-36/25,3/100,0.03804065442292959
-7/5,3/100,0.049441134061563696
-34/25,3/100,0.0633522550830713
-33/25,3/100,0.07999135697068338
-32/25,3/100,0.099507939886473
-31/25,3/100,0.12193060836352476
-6/5,3/100,0.1471569191064115
-29/25,3/100,0.1749390934094024
-28/25,3/100,0.20486725589067056
-27/25,3/100,0.23633316831742024
-26/25,3/100,0.26859292999916684
-1,3/100,0.30079897842392245
-24/25,3/100,0.3319299132269655
-23/25,3/100,0.3609352124156402
-22/25,3/100,0.38675194143336367
-21/25,3/100,0.40834686701165757
-4/5,3/100,0.4247745665265453
-19/25,3/100,0.4352830779341468
-18/25,3/100,0.43925725137063054
-17/25,3/100,0.4363379352034059
-16/25,3/100,0.42641287219884794
-3/5,3/100,0.40966994114934574
-14/25,3/100,0.3865323681308339
-13/25,3/100,0.3577060544392754
-12/25,3/100,0.32411028863162106
-11/25,3/100,0.2868489993499198
-2/5,3/100,0.24719995014187612
-9/25,3/100,0.20654238484888887
-8/25,3/100,0.16625824872879158
-7/25,3/100,0.12780477532487888
-6/25,3/100,0.09253818784794898
-1/5,3/100,0.061692009601948206
-4/25,3/100,0.036409208592957154
-3/25,3/100,0.017596569555920927
-2/25,3/100,0.00599719277747679
-1/25,3/100,0.0021134958050704755
0,3/100,0.006194767162281178
1/25,3/100,0.018217209054893435
2/25,3/100,0.037915712563505344
3/25,3/100,0.06474167624431704
4/25,3/100,0.09795236445284816
1/5,3/100,0.13661433082779117
6/25,3/100,0.1795103275069191
7/25,3/100,0.22536610328582296
8/25,3/100,0.2727560494516079
9/25,3/100,0.3202111736355069
2/5,3/100,0.36623901161038896
11/25,3/100,0.409391133000122
12/25,3/100,0.448305084848299
13/25,3/100,0.4817790044528685
14/25,3/100,0.5088009991803422
3/5,3/100,0.5285670558789664
16/25,3/100,0.5405997160743052
17/25,3/100,0.5446221080441088
18/25,3/100,0.5406843853959429
19/25,3/100,0.5291284725266732
4/5,3/100,0.5105480877183561
21/25,3/100,0.48575040506602507
22/25,3/100,0.45575024623784266
23/25,3/100,0.4216681096885033
